source_document,page_or_section,shunt_type,ligation_strategy,clinical_notes,instruction_snippet
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 247,2B,,,"age through a tributary and planned disconnection 
(CHIVA 2), corresponding to the photo in Fig. 11.2b. (b) 
Cartography with the result of the investigation corre-
sponding to the clinical case of Fi"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 247,Unknown,,,"scheme contains the leg shape, a segment of the deep 
veins at knee level (popliteal vein) and at groin level, and 
the dotted lines for the GSV and SSV. The recirculation 
circuit is painted in the s"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 248,Unknown,,,"11.3.2	 Anaesthesia During 
the Intervention or Surgery
In regular saphenous sparing surgery, setting the 
intervention can be performed under local anaes-
thesia. Sometimes, preferences of the surge"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 248,Unknown,,,"11.4.1	 Anticoagulation
The normal guidelines for prophylaxis against 
deep vein thrombosis in leg vein operations also 
apply to saphenous sparing surgery. It can be per-
formed almost always on amb"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 248,Unknown,,,"6.4.1)
	
Thrombosis of the saphenous trunk veins is a 
possible complication of CHIVA interven-
tions. If it occurs in the proximal segment of a 
saphenous vein, it may ascend to the deep 
vein, since"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 248,1,,,"•	 Shunt type 1
	
If the great or small saphenous vein presents 
very a large calibre (greater than 8.5–10 mm 
diameter at mid-thigh) over long segments, 
post-operative superficial vein thrombosis, i"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 248,Unknown,,,"•	 A prophylactic dose of low-molecular heparin 
is generally prescribed for 5 days in case of 
surgery at the sapheno-popliteal junction.
A blood count is done before the operation to 
count the thro"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 249,Unknown,,,"245
at first, but they carry less blood than before the 
intervention because the recirculation volume 
has been eliminated. Thus, compression takes on 
the role of prophylaxis against thrombosis in t"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 249,Unknown,,,"•	 Compression class: Depending on the coun-
tries’ and the patient’s settings, compression 
stockings with either 15–22 or 22–32 mmHg 
at the ankle should be selected."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 249,Unknown,,,"•	 Length of the stocking: The highest reflux 
source must be compressed by the stocking. It 
is known that compression stockings cannot 
apply a very high pressure on the thigh, but at 
the top edge "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 250,Unknown,,,"•	 Compression period: Depending on the sever-
ity of the clinics, we recommend wearing 
compression for 4–6 weeks after the opera-
tion. The leg should be free of compression 
for 1–2 weeks before th"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 250,Unknown,,,"11.4.3	 Adjunctive Prescription
As a rule, very little discomfort is caused by opera-
tion under local anaesthetic. The alternative of 
general anaesthesia is available for fearful patients. 
If pain"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 250,2,,,"11.5	
Post-operative Lifestyle 
Indications
Even if the patient is operated under local anaes-
thetic, we recommend against eating or drinking 
for a few hours before the operation, in case of an 
al"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 251,Unknown,,,"11.6	
Surgical Management 
in Special Situations
Saphenous vein sparing principles are always a 
good option to treat a patient, because of less side 
effects and less recidives (see Chap. 10). But i"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 251,Unknown,,,"11.6.1	 Treatment of Obese Patients
The number of obese patients is ascending all 
around the world. Surgery of varicose veins in 
these patients is a challenge, as the veins run 
much deeper in the "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 251,Unknown,,,"11.6.2	 Treatment of Patients 
with High Risk of Bleeding
Atrial fibrillation and other diseases make it nec-
essary to take anticoagulating agents. Surgery of 
varicose veins in these patients shoul"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 251,Unknown,,,"11.6.3	 Treatment of Patients 
with Venous Ulceration
Chronic venous ulcers are always contaminated 
with bacteria. This increases the risk of infection 
in case of surgery with subfascial wound form"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 252,Unknown,,,"11.6.4	 Treatment of Patients 
with Arterial Disease"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 252,Unknown,,,"Patients with severe arterial obstruction must not 
be treated conventionally with compression stock-
ings. But in case of mixed ulcers, the treatment of 
the venous disease often improves the clinica"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 252,Unknown,,,"11.7	
Complication Identification 
and Management
Duplex examination before the operation is some-
times stressful for the patient. The examination 
often takes quite a long time, especially in the 
"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 252,Unknown,,,"CHIVA method, is thrombosis of saphenous 
trunk veins, which is generally asymptomatic, 
except for the case of large superficial veins prior 
to treatment [2]. This can of course also occur 
after st"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 252,Unknown,,,"[5]. The patient must be able to contact someone of 
the team of the surgeon in case of questions or pain, 
bleeding, or haematoma. If necessary, a physical 
investigation is performed, and a duplex i"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 252,Unknown,,,"11.7.2	 Superficial Vein Thrombosis
Superficial vein thrombosis is the most frequent 
post-operative complication, occurring in around 
10% of patients [2]—in saphenous veins and/or 
tributaries. It "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 253,Unknown,,,"249
cases, it is necessary to check whether the stock-
ing forms fold at the knee, as these folds may 
constrict the vein if the patient sits or crouches 
for a long time. In these cases, the best tre"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 253,2,CHIVA 2 with interruption of the tributary,,"CHIVA 2 with interruption of the tributary flush at 
the saphenous vein, a thrombus in the saphenous 
vein might occur if the distal saphenous vein is 
very small calibre. In this case, a thrombus pro"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 253,Unknown,,,"11.8	
Follow-Up Timeline
The operation can be carried out at any time of 
year, although it is more uncomfortable for the 
patient to wear a compression stocking after the 
operation in summer.
Vein "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 253,Unknown,,,"CHIVA in two steps. Afterwards, often the sur-
gery team has no possibilities to see the patient, 
until a recidivant vein appears and the follow-up 
is performed by other centres for diagnostics or 
"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 253,Unknown,,,"11.9	
Outcome Measures
The first outcome measures applied in studies 
were those described by Hobbs, to make CHIVA 
results comparable to stripping series (see Chap. 
10). Hobbs [6] divided the subje"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 253,Unknown,,,"•	 Worse
Other measures applied in further studies are 
duplex investigation of reflux in visible veins and 
cartography of reflux point as in the preoperative 
investigation.
Diameter at proximal thi"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 254,Unknown,,,"2.	Pintos T, Senin E, Ramos R, Rodríguez E, 
Martínez-Pérez M.  Trombosis de safena interna 
post- CHIVA.  Incidencia, factores condiciona-
ntes y repercusiones clínicas. Presented at the 
XLVII Natio"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 254,Unknown,,,"9.	Mendoza E, Amsler F.  CHIVA with endoluminal 
procedures: LASER versus VNUS—treatment of the 
saphenofemoral junction. Phlebologie. 2017;46:5–12."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 256,Unknown,,,"12.1	
History
For many decades, the so-called “radical” thera-
peutic approach to varicose disease has aimed to 
eliminate saphenous reflux using surgical treat-
ment combining crossectomy and stripp"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 256,Unknown,,,"[12–17]. Some observations support the idea that 
varicose disease develops from the distal superfi-
cial venous network in an ascending or a multifo-
cal way [11–17] and that the elimination of 
vari"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 257,Unknown,,,"254
appeared, based on treatment of the superficial 
varicose reservoir by means of phlebectomy and 
conservation of the saphenous vein, even if the 
saphenous vein presents reflux [11, 21, 22]. 
Supp"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 257,Unknown,,,"[23–26]. A new physiopathological concept has 
been mentioned recently: varicose disease could 
come about at the level of the epifascial tributar-
ies, which are the most superficial and the most 
ex"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 258,Unknown,,,"255
The saphenous vein is the superficial vein 
with the thickest and most muscular wall. 
Furthermore, the saphenous vein is protected by 
the splitting of the subcutaneous fascia in which 
it flows."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 258,Unknown,,,"1.	 If there is no saphenous vein reflux, early 
treatment of all varicose tributaries that define 
the varicose reservoir would be useful in order 
to prevent the reflux to spread to the saphe-
nous "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 258,Unknown,,,"2.	 If there is saphenous vein reflux, and up until a 
certain stage of the disease, first-line therapy 
should include ablation of the varicose reser-
voir and not elimination of the saphenous reflux"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 258,Unknown,,,"12.3.1	 Technique of Evaluation
The evaluation of the patient is performed by a 
clinical examination and by a duplex ultrasound 
assessment both performed with the patient 
standing upright.
Fig. 12"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 259,Unknown,,,"256
For the clinical examination technique, each 
lower limb is divided into four surface areas 
(anterior, posterior, lateral, and medial), and 
then each surface area was divided in eight 
zones: th"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 259,Unknown,,,"1.	 Haemodynamic/anatomical criteria
	(a)	 Saphenous vein reflux patterns: The pres-
ence of a competent junction or of a seg-
mental saphenous vein reflux [17, 21, 27, 
31], a saphenous vein reflux l"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 259,Unknown,,,"2.	 Clinical and demographic data
	(a)	 The extent of the varicose reservoir is a 
determinant factor for the haemodynamic 
and clinical efficiency of ASVAL [27]. A 
significant linear trend between t"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 259,Unknown,,,"3.	 Predictive Score
	
Biemans et al. [21] have reported a PREST pre-
diction model including CEAP classification, 
number of refluxing segments, great saphenous 
vein diameter (above the tributary), "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 261,Unknown,,,"12.4.1	 Preoperative Skin Marking
Skin marking before the surgery is mandatory to 
perform a thorough ablation of the varicose reser-
voir, which is essential since we have reported 
that the removal"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 261,Unknown,,,"12.4.2	 Tumescent Local Anaesthesia
Tumescent local anaesthesia is essential for the 
performance of the surgical procedure for 
ASVAL. It is very efficient for the pain abolition, 
and it reduces dr"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 262,Unknown,,,"12.4.4	 Postoperative Management
The use of stiches is not necessary, thanks to the 
limited size of the micro-incisions performed 
with the 18-gauge needle. Stretch sterile strips 
are recommended i"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 264,Unknown,,,"69.1%, a relief of symptoms in 91.8%, and a cos-
metic benefit in 90.4%, this initial cohort has 
been followed up regularly, and the medium-term 
results were published [27] and are shown in 
Table 1"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 264,Unknown,,,"66.2% and the freedom of clinical varicose veins 
recurrence at 87% and the absence of need of a 
secondary surgical procedure at 95.5%. It was 
obvious that a significant proportion of patients 
had "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 265,Unknown,,,"262
­limited to the thigh had a significant lower risk of 
clinical varicose vein recurrence at 5 years than 
with a reflux extended below the knee; that was 
also the case when the emergence of varic"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 265,Unknown,,,"95.5%
6
Fig. 12.9  Freedom of saphenous reflux, clinical varicose 
vein recurrence, and need of a secondary surgical proce-
dure till 5  years of follow-up (With permission from 
Pittaluga and Chastan"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 266,Unknown,,,"263
term is not higher than for techniques that involve 
removal or ablation of the saphenous vein, it is 
worth to ask ourselves whether a saphenous vein-­
sparing approach is not therefore justified"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 266,Unknown,,,"6.	Navarro L, Min RJ, Bone C. Endovenous laser: a new 
minimally invasive method of treatment for varicose 
veins--preliminary observations using an 810  nm 
diode laser. Dermatol Surg. 2001;27(2):117"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 267,Unknown,,,"15.	Pittaluga P, Chastanet S. Classification of saphenous 
refluxes: implications for treatment. Phlebology. 2008; 
23:2–9."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 267,Unknown,,,"20.	Pittaluga P, Chastanet S, Locret T, Barbe R. The effect 
of isolated phlebectomy on reflux and diameter of the 
great saphenous vein: a prospective study. Eur J Vasc 
Endovasc Surg. 2010;40:122–8."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 267,Unknown,,,"27.	Pittaluga P, Chastanet S, Réa B, Barbe R. Midterm 
results of the surgical treatment of varices by phlebec-
tomy with conservation of a refluxing saphenous vein. 
J Vasc Surg. 2009;50:107–18."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 267,Unknown,,,"35.	Pittaluga P, Chastanet S. Treatment of varicose veins by 
ASVAL: results at 10 years. Ann Vasc Surg. 2017;38:e10. 
https://doi.org/10.1016/j.avsg.2016.07.021. Epub 2016 
Oct 11
P. Pittaluga and S."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 268,Unknown,,,"13.1	
Surgical Rationale
In 1940 two Boston researchers, Edwards and 
Edwards [1], published an article in the American 
Heart Journal to demonstrate the possibility of 
studying varicosity based on "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 268,Unknown,,,"Figure 13.2 provides an example of histologi-
cally intact valves of the great saphenous vein 
following stripping procedure. Quite recently, 
several authors demonstrated that about 50% of 
the termi"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 269,Unknown,,,"•	 Patients with moderate varices of recent onset 
Clinical Class C2"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 269,Unknown,,,"•	 Patients without previous thrombosis of the 
saphenous veins
The last two clinical exclusion criteria are 
important to prevent postoperative saphenous 
thrombosis, which is more easily induced by "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 269,Unknown,,,"13.2.2	 Ultrasound Criteria
Apart from a sapheno-femoral reflux in ultra-
sound, mobile valvular leaflets in the terminal 
and subterminal valves of the great saphenous 
vein should be visible. The d"
